12,0.031313,0.363609,-0.960935
28,0.02997,0.364097,-0.96179
44,0.028505,0.362632,-0.962156
59,0.028871,0.361045,-0.963255
75,0.030703,0.359458,-0.96301
91,0.031801,0.361411,-0.955564
107,0.030703,0.364829,-0.952878
122,0.032412,0.362754,-0.956784
138,0.031435,0.364463,-0.954587
154,0.030825,0.363609,-0.956907
170,0.028871,0.362754,-0.954953
185,0.031435,0.377892,-0.952512
201,0.030092,0.393273,-0.945553
216,0.032534,0.385705,-0.946408
232,0.031069,0.37838,-0.947629
248,0.034365,0.363731,-0.950925
263,0.0329,0.364341,-0.960325
279,0.0329,0.361411,-0.956052
295,0.031191,0.3713,-0.952512
311,0.032534,0.377525,-0.948972
326,0.027773,0.376183,-0.947384
342,0.030214,0.377037,-0.948605
357,0.033632,0.3807,-0.947995
373,0.030214,0.373131,-0.951291
389,0.030825,0.384484,-0.956418
405,0.030581,0.38192,-0.947262
420,0.029238,0.380577,-0.947873
436,0.028871,0.381432,-0.94946
452,0.032778,0.37899,-0.950558
468,0.031801,0.375938,-0.954221
484,0.031069,0.369712,-0.952512
499,0.031679,0.359458,-0.960325
515,0.034365,0.359336,-0.962034
530,0.031801,0.375694,-0.949216
546,0.028871,0.382775,-0.946652
561,0.030214,0.375328,-0.950192
577,0.033388,0.369957,-0.951779
593,0.034243,0.37899,-0.950803
609,0.033999,0.407068,-0.936764
624,0.034365,0.401331,-0.929195
640,0.031435,0.390222,-0.947629
655,0.034121,0.372642,-0.951657
671,0.037051,0.375816,-0.954465
687,0.033022,0.373375,-0.949948
703,0.033144,0.370201,-0.951047
718,0.037051,0.366661,-0.952756
734,0.038393,0.363242,-0.953733
750,0.037417,0.36312,-0.953855
765,0.033266,0.369224,-0.956907
781,0.02936,0.364585,-0.954587
797,0.033144,0.362388,-0.961057
813,0.032412,0.360068,-0.958249
829,0.031923,0.367637,-0.954831
844,0.033877,0.38192,-0.943356
860,0.030825,0.358603,-0.962766
875,0.033266,0.355674,-0.95947
891,0.034975,0.358359,-0.961912
907,0.032778,0.359336,-0.95947
922,0.031557,0.356406,-0.960325
938,0.028871,0.357261,-0.957273
954,0.031313,0.363364,-0.955808
969,0.033754,0.364585,-0.954709
985,0.033266,0.367515,-0.952878
1001,0.034487,0.373985,-0.953244
1017,0.032778,0.372032,-0.954953
1032,0.033754,0.37252,-0.957029
1048,0.030092,0.366905,-0.954709
1066,0.031923,0.367637,-0.95532
1082,0.034487,0.358848,-0.955442
1096,0.033022,0.36019,-0.954587
1111,0.0329,0.366783,-0.954587
1126,0.032656,0.382897,-0.950925
1142,0.031679,0.386559,-0.941036
1158,0.030336,0.395837,-0.944455
1173,0.030581,0.351157,-0.957029
1189,0.028993,0.333089,-0.968748
1205,0.034121,0.339926,-0.964231
1220,0.034243,0.358603,-0.956418
1236,0.028749,0.376061,-0.950558
1252,0.033388,0.403406,-0.939205
1267,0.029116,0.381554,-0.95239
1283,0.032045,0.363242,-0.95593
1299,0.033266,0.356528,-0.961546
1315,0.03229,0.35604,-0.954587
1330,0.033022,0.369468,-0.955808
1346,0.031923,0.36605,-0.952878
1361,0.033877,0.366172,-0.954099
1377,0.034121,0.370567,-0.953977
1393,0.03351,0.373009,-0.953855
1409,0.032045,0.373863,-0.950681
1424,0.032656,0.380577,-0.949216
1440,0.031313,0.380089,-0.953
1456,0.033144,0.374962,-0.952756
1471,0.030336,0.364951,-0.954343
1487,0.032045,0.364951,-0.959958
1503,0.034487,0.370567,-0.954099
1518,0.033754,0.373619,-0.947262
1534,0.032534,0.374596,-0.955564
1550,0.031435,0.373131,-0.954099
1565,0.032534,0.363364,-0.955075
1581,0.033022,0.363364,-0.957395
1597,0.032167,0.360923,-0.957517
1613,0.030336,0.358848,-0.954099
1628,0.031557,0.363242,-0.958371
1644,0.030947,0.364219,-0.95361
1660,0.034243,0.35897,-0.958005
1675,0.033632,0.358726,-0.960447
1691,0.031069,0.360801,-0.96179
1707,0.031313,0.362998,-0.956296
1723,0.033022,0.368125,-0.957761
1738,0.033999,0.369224,-0.952268
1754,0.030703,0.367515,-0.958616
1769,0.033144,0.362022,-0.957395
1785,0.035952,0.363975,-0.956784
1801,0.035219,0.363609,-0.960813
1817,0.03229,0.364219,-0.952878
1832,0.032534,0.358603,-0.955564
1848,0.036196,0.361655,-0.958005
1863,0.0329,0.358359,-0.957151
1879,0.035708,0.358726,-0.959592
1894,0.031069,0.368248,-0.953366
1910,0.028871,0.373375,-0.954099
1926,0.031801,0.371544,-0.958127
1941,0.034121,0.363609,-0.955808
1957,0.033144,0.363242,-0.95239
1973,0.035219,0.362266,-0.956052
1989,0.033754,0.360435,-0.958616
2005,0.033144,0.360312,-0.958738
2020,0.0329,0.359946,-0.958249
2036,0.030703,0.363364,-0.95654
2051,0.031801,0.362388,-0.956296
2067,0.029482,0.355429,-0.963743
2083,0.030581,0.343344,-0.963987
2099,0.036318,0.370567,-0.950803
2114,0.029238,0.371788,-0.951413
2130,0.033754,0.366416,-0.956174
2145,0.034609,0.362998,-0.956174
2161,0.034609,0.372398,-0.952878
2179,0.031069,0.377037,-0.952634
2193,0.033144,0.37191,-0.948972
2208,0.032656,0.363975,-0.952878
2224,0.032412,0.36019,-0.958249
2240,0.031679,0.355429,-0.963865
2255,0.02997,0.355674,-0.963865
2271,0.031313,0.355429,-0.96301
2287,0.031557,0.352255,-0.960935
2302,0.034731,0.359824,-0.957029
2318,0.031069,0.36898,-0.949826
2334,0.032778,0.368003,-0.952634
2349,0.029726,0.369468,-0.949948
2365,0.033266,0.35958,-0.954587
2381,0.030703,0.366172,-0.956418
2397,0.033999,0.371788,-0.947873
2412,0.0329,0.380333,-0.949826
2428,0.034243,0.376183,-0.950436
2443,0.032778,0.362266,-0.956418
2459,0.02936,0.351279,-0.962522
2475,0.031069,0.363242,-0.957395
2491,0.028993,0.361045,-0.954953
2506,0.033266,0.360435,-0.955197
2522,0.033999,0.364951,-0.953244
2538,-0.009461,0.280229,-0.999023
2553,-0.00177,0.337972,-1.076177
2569,-0.091253,0.395959,-1.218763
2585,-0.125313,0.433803,-1.348654
2601,-0.104071,0.510224,-1.242324
2617,-0.088201,0.527803,-1.154673
2632,-0.01349,0.665873,-1.115119
2647,-0.012757,0.630593,-1.107062
2663,0.005188,0.607154,-1.07874
2679,-0.055484,0.613136,-0.95532
