9,0.033144,0.952512,0.183422
25,0.031923,0.958616,0.188671
40,0.031801,0.957883,0.186596
56,0.031801,0.953855,0.18452
72,0.030214,0.952023,0.187328
87,0.030825,0.95007,0.188061
103,0.032778,0.956174,0.184765
119,0.033022,0.957273,0.185009
134,0.0329,0.953488,0.189404
150,0.032778,0.954465,0.187328
166,0.033999,0.947384,0.186596
181,0.031069,0.949826,0.187084
197,0.033999,0.951047,0.185497
212,0.033632,0.951535,0.185253
228,0.03351,0.95239,0.186108
244,0.031435,0.949094,0.185619
259,0.035219,0.955197,0.17976
275,0.034731,0.954831,0.186962
291,0.035586,0.953366,0.185863
306,0.03229,0.949948,0.182079
324,0.03351,0.954953,0.181835
337,0.033144,0.953488,0.185741
353,0.030825,0.952756,0.184643
369,0.033144,0.950436,0.185497
385,0.035097,0.951779,0.18391
400,0.033999,0.948239,0.18452
416,0.034609,0.954343,0.188915
431,0.033999,0.950925,0.19038
447,0.033144,0.955442,0.181835
462,0.032167,0.949582,0.184398
479,0.032656,0.947262,0.187206
494,0.034365,0.957517,0.188061
509,0.028749,0.949948,0.185863
525,0.031313,0.950314,0.182811
541,0.032656,0.953244,0.18684
556,0.032045,0.95361,0.184032
572,0.032534,0.951657,0.184765
587,0.036196,0.951169,0.188671
603,0.03229,0.95007,0.185131
619,0.031557,0.95532,0.188549
634,0.033144,0.948849,0.185375
650,0.0329,0.952878,0.185375
666,0.036318,0.953366,0.181835
681,0.034975,0.955564,0.184276
697,0.031313,0.953244,0.181957
712,0.03229,0.950925,0.184887
728,0.030825,0.947262,0.187572
744,0.037051,0.952512,0.184643
759,0.033144,0.951535,0.187695
775,0.0329,0.954099,0.187939
791,0.029848,0.951901,0.180492
806,0.034731,0.953855,0.185619
822,0.030947,0.95007,0.184276
837,0.033632,0.950436,0.184765
853,0.035708,0.95361,0.186352
869,0.033754,0.954587,0.186352
884,0.03583,0.947018,0.184643
900,0.030947,0.94421,0.181347
916,0.030581,0.955442,0.187939
931,0.036318,0.952023,0.187572
948,0.034243,0.948727,0.187939
962,0.033144,0.952268,0.188549
978,0.030092,0.948605,0.184765
994,0.033266,0.950681,0.185863
1009,0.035464,0.950559,0.185985
1025,0.032167,0.949094,0.184887
1041,0.030703,0.950314,0.187939
1056,0.035464,0.957395,0.183666
1072,0.032778,0.949338,0.18684
1087,0.035342,0.953488,0.186352
1103,0.035708,0.949826,0.186108
1119,0.034487,0.948605,0.187206
1134,0.031557,0.955686,0.187084
1150,0.033754,0.950803,0.187939
1166,0.032045,0.954587,0.18684
1181,0.030581,0.949582,0.180248
1197,0.034853,0.951779,0.185497
1212,0.03583,0.953366,0.18745
1228,0.032045,0.952145,0.18684
1244,0.031313,0.950314,0.185253
1259,0.033754,0.947629,0.187695
1275,0.034121,0.947507,0.185253
1291,0.031801,0.949826,0.185619
1306,0.03583,0.948849,0.185497
1323,0.032167,0.951657,0.180492
1338,0.03351,0.951047,0.187084
1353,0.030703,0.951657,0.183788
1369,0.034853,0.954221,0.185375
1385,0.030703,0.94653,0.187084
1400,0.033632,0.954587,0.184032
1416,0.036684,0.949582,0.180736
1431,0.033022,0.951657,0.187206
1447,0.031191,0.949948,0.183544
1463,0.032778,0.950681,0.186596
1478,0.030458,0.954831,0.181102
1494,0.032656,0.94946,0.180126
1509,0.031923,0.954099,0.185131
1525,0.032656,0.95532,0.183544
1541,0.037051,0.951047,0.185985
1557,0.031679,0.951901,0.185375
1572,0.032412,0.950192,0.187206
1587,0.031313,0.951169,0.184032
1603,0.0329,0.948361,0.180126
1619,0.034975,0.951535,0.182811
1634,0.032412,0.949948,0.184887
1650,0.030703,0.949094,0.18623
1666,0.03351,0.952512,0.183056
1681,0.031191,0.954709,0.190502
1697,0.033144,0.948727,0.184032
1712,0.032412,0.952145,0.182811
1728,0.031435,0.948605,0.1833
1744,0.032045,0.949094,0.18745
1759,0.032656,0.954099,0.187695
1775,0.031435,0.951413,0.186596
1791,0.031679,0.952145,0.185741
1806,0.033144,0.954465,0.182811
1822,0.033388,0.950925,0.188671
1837,0.034487,0.952512,0.184276
1853,0.035342,0.956418,0.18684
1869,0.035097,0.951779,0.183788
1884,0.031313,0.951657,0.183788
1900,0.031923,0.949948,0.184887
1916,0.033144,0.948849,0.187084
1931,0.032656,0.952023,0.185497
1947,0.030703,0.948361,0.183666
1963,0.034853,0.947262,0.185741
1978,0.033754,0.950192,0.187084
1994,0.032045,0.954343,0.1833
2009,0.033022,0.95007,0.185863
2025,0.030458,0.951779,0.18391
2041,0.033754,0.954831,0.182811
2056,0.030458,0.948727,0.182323
2072,0.033632,0.948727,0.186718
2087,0.033266,0.951535,0.187206
2103,0.035464,0.948361,0.181591
2119,0.029726,0.946896,0.189404
2134,0.032656,0.951413,0.185985
2150,0.032412,0.954099,0.182445
2166,0.031801,0.956174,0.185131
2181,0.033388,0.949338,0.18391
2197,0.033754,0.949582,0.186108
2212,0.030703,0.954343,0.180736
2228,0.0329,0.950925,0.183178
2244,0.034731,0.950681,0.188549
2260,0.031557,0.951169,0.182445
2275,0.03229,0.951535,0.187328
2291,0.031801,0.949582,0.187084
2306,0.034609,0.951169,0.186352
2323,0.032656,0.950436,0.181835
2337,0.033022,0.949826,0.180614
2353,0.032534,0.950803,0.185375
2369,0.035342,0.947018,0.18623
2385,0.035586,0.945553,0.187206
2400,0.035464,0.943966,0.185619
2416,0.035586,0.945187,0.183422
2431,0.035342,0.95654,0.187572
2447,0.034853,0.950314,0.185131
2462,0.032656,0.950314,0.184032
2478,0.030947,0.953488,0.187817
2494,0.035097,0.946896,0.188671
2509,0.033266,0.951901,0.185619
2525,0.031679,0.952512,0.185375
2541,0.034121,0.953244,0.183544
2556,0.032656,0.950925,0.184887
2572,0.032656,0.955686,0.189404
2587,0.033999,0.951169,0.185497
2604,0.033266,0.947995,0.184032
2619,0.031435,0.950192,0.181713
2634,0.032045,0.95007,0.184032
2650,0.034365,0.949216,0.183666
2666,0.030947,0.953732,0.185131
2681,0.035342,0.955564,0.182323
2697,0.033144,0.950681,0.190136
2712,0.031679,0.953488,0.188305
2728,0.032412,0.946774,0.181713
2744,0.034609,0.949582,0.180736
2759,0.033877,0.947629,0.186718
2775,0.037661,0.955075,0.18684
2791,0.034121,0.947873,0.188061
2806,0.032778,0.945309,0.184154
2822,0.03583,0.951535,0.183788
2837,0.033388,0.951657,0.186596
2853,0.031679,0.954465,0.181591
2869,0.037905,0.95361,0.191235
2884,0.032778,0.959592,0.182689
2900,0.030214,0.956052,0.185131
2916,0.032778,0.948727,0.185009
2931,0.031435,0.950559,0.18391
2947,0.031313,0.951291,0.184276
2963,0.034975,0.950436,0.183666
2978,0.032045,0.952145,0.189404
2994,0.028749,0.951535,0.186718
3011,0.034487,0.944455,0.182201
3025,0.035952,0.946896,0.181835
3041,0.035097,0.951535,0.183544
3056,0.030214,0.948483,0.185375
3072,0.034609,0.945187,0.18391
3088,0.035342,0.951535,0.185863
3103,0.032534,0.952756,0.183544
3119,0.032412,0.95361,0.186596
3135,0.033632,0.954099,0.18745
3150,0.035708,0.952634,0.184154
3166,0.033266,0.950681,0.185009
3181,0.032534,0.948605,0.185619
3197,0.032412,0.948849,0.187206
3213,0.031801,0.955197,0.185375
3228,0.032656,0.94946,0.188915
3244,0.033388,0.94653,0.182567
3259,0.033266,0.950192,0.186596
3275,0.032045,0.950559,0.185741
3291,0.030336,0.95361,0.185009
3306,0.030214,0.950925,0.184276
3323,0.031069,0.952634,0.187328
3337,0.033877,0.946164,0.187939
3353,0.031069,0.949582,0.182567
3369,0.033754,0.950559,0.185619
3385,0.030581,0.951047,0.184154
3400,0.02997,0.94714,0.186596
3416,0.031069,0.95007,0.186718
3443,0.033388,0.953488,0.18916
3458,0.033877,0.951901,0.186352
3474,0.03229,0.954709,0.181591
3490,0.033999,0.954953,0.182445
3505,0.032167,0.950314,0.185497
3521,0.02997,0.955197,0.186596
3536,0.036074,0.948239,0.187572
3552,0.028505,0.94946,0.185253
3567,0.034975,0.952023,0.183056
3583,0.032778,0.945797,0.184398
3599,0.032412,0.950192,0.187939
3614,0.031679,0.944455,0.186474
3630,0.033388,0.952756,0.181713
3646,0.03644,0.956052,0.185619
3661,0.035952,0.954343,0.184032
3677,0.0329,0.953244,0.184398
3692,0.031069,0.953488,0.184887
3708,0.032412,0.947995,0.186718
3724,0.031191,0.952878,0.185497
3739,0.030581,0.949338,0.185741
3755,0.033877,0.953855,0.185009
3771,0.033388,0.947751,0.181713
3786,0.033022,0.957273,0.190502
3802,0.031557,0.952634,0.188671
3817,0.034731,0.949338,0.18623
3833,0.033632,0.951779,0.183666
3849,0.034975,0.95239,0.185863
3864,0.030947,0.948849,0.179882
3880,0.031435,0.948239,0.186352
3896,0.033754,0.950436,0.186596
3911,0.031679,0.948972,0.186352
3927,0.033388,0.950681,0.185741
3942,0.033632,0.949094,0.187206
3958,0.030581,0.954587,0.187695
3974,0.032045,0.947873,0.188183
3989,0.036929,0.950559,0.18684
4005,0.030947,0.948117,0.186352
4021,0.034975,0.949216,0.18452
4036,0.032167,0.950192,0.188915
4052,0.036684,0.948849,0.186718
4068,0.031191,0.947384,0.181835
